Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Cloud Ecosystem,https://www.crunchbase.com/organization/cloud-ecosystem,,"Association, Cloud Computing",http://www.cloudecosystem.org/,"Cologne, Nordrhein-Westfalen, Germany",The Cloud-EcoSystem e.V. is an association of experts from across the German speaking SaaS and Cloud Computing market.,"545,675",,,,,,,,,,,,,European Union (EU),Active,2010-07-01,month,,1-10,,,,,,
Secora,https://www.crunchbase.com/organization/secora,,"Analytics, Cloud Computing, Consulting, Information Technology, Internet of Things, Software, Training, Web Apps",https://www.secora.fi/,"Pohjois-savo, Eastern Finland, Finland","Secora is a software company focusing on IoT condition monitoring, data-focused solutions, and data analytics.","548,944",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2014-01-01,year,,11-50,,,,,,
Apps Velocity,https://www.crunchbase.com/organization/apps-velocity,"Apps Velocity is a global platform development tool : backend, web-services to web/mobile native apps for iOS/Android/Windows Phone for multi-screens devices. Apps Velocity is a cutting-edge platform that reduces the time and cost of development enterprise business processes, products, services and apps. It is a unique solution that empowers developers, organizations, web agencies, the ability to create and deploy backend, web-services, native iOS, native Android, native windows phone without platform “dependance-lock”. Apps Velocity is a 3 tool in one : mobile backend-as-a-service (MBaaS) + Infrastructure-as-a-service (IaaS) + Cross-Platform-Tool (CPT) . Apps Velocity is : NON-PROPRIETARY: Select the features you want and get native, fully-customizable client and server-side code AVAILABLE INSTANTLY: Web-based designer, with native apps compiled in the cloud and ready to submit to app stores Modern Platform Architecture Unlike other existing mobile platform solutions, Apps Velocity is based on a unique architecture that combines agility with flexibility and openness. With strict separation between the design-time and run-time environments, apps that are generated use native, readable and reusable code, can be customized outside the platform, and hosted in private hosting data centers. There is absolutely no platform dependance lock-in, and you always have access to all your data, client-side apps, and server code. Apps Velocity provides a powerful solution to: - Accelerate web and Native Mobile App Development  - Increase speed-to-market across your mobile development projects by generating customizable app prototypes for iOS, Android, Windows Phone with 100% native, editable code.  - Use cross-platform SDKs to add mobile services to all your apps. - Enrich Apps with Mobile Services - Easily add interactive SMS messaging, push notifications, and email alerts to any object within your mobile app.  - propose optional features such as social network connectivity to enrich your apps capabilities.  Extend platform functionality through custom development that can be built using your programming tool of choice. Deploy your apps within your own data-center or via our cloud-based platform with high performance and scalability. For more information, discover and subscribe a licence,  please visit www.appsvelocity.com and follow @appsvelocity on Twitter.","Apps, Cloud Computing, Developer APIs, iOS, Mobile, PaaS, SaaS, Software, Web Development",http://www.appsvelocity.com,"Montpellier, Languedoc-Roussillon, France",Prototype backend and APIs with a mobile app for developers.,"549,008",,,,,,,,,,,,,European Union (EU),Active,2013-11-01,day,2,1-10,"Pascal ROCHE, Patrick DE CARVALHO",1,,,,
Roozz,https://www.crunchbase.com/organization/roozz-com,"Roozz.com was founded in Copenhagen in 2010 on the vision that it should be much easier to consume software.  Roozz converts Windows desktop applications to run in any browser at native performance and lets user RENT them instead of buying at the full price. The conversion process does not require access to the source code and can typically be completed within 48 hours by Roozz. Roozz can run the majority of software on its platform including very technically complex software in a variety of segments such as 3D, digital image editing, video software, music software, illustration, business applications, productivity etc as well as all kinds of pc games.  To use Roozz, the user will need to install a small plugin once.  Effective October 2012, Roozz.com has exceeded 1 milliona installations of this plugin and offers more than 150 titles to run in the browser.","Cloud Computing, Gaming, Mobile, Music, SaaS, Software, Video Games",http://www.roozz.com,"Copenhagen, Hovedstaden, Denmark","Roozz is a software company that converts existing software applications and PC games, enabling them to run directly in any browser.","551,074",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Closed,2010-01-01,year,,1-10,,,,,,
Zuri Technologies,https://www.crunchbase.com/organization/zuri-technologies,,"Cloud Computing, Cyber Security, Information Technology",https://www.zuritechnologies.com,"London, England, United Kingdom","Zuri Technologies offers cloud, IT services and cybersecurity solutions.","555,118",,,,,,,,,,,,,,Active,2014-01-01,year,,11-50,,,,,,
Apalia,https://www.crunchbase.com/organization/apalia,,"Cloud Computing, Cloud Data Services, Information Technology",https://www.apalia.net,"Geneva, Geneve, Switzerland",Apalia is an IT company that provides cloud solutions and managed services.,"556,918",,,,,,,,,,,,,,Active,2010-01-01,year,,11-50,,,,,,
EDYOU,https://www.crunchbase.com/organization/edyou,,"Charter Schools, Cloud Computing, Education, Security",http://www.edyou.eu,"Hanover, Niedersachsen, Germany","EDYOU provides secure and safe communications for schools so student, parents, and teachers can communicate.","576,844",,,,,,,,,,,,,European Union (EU),Active,2013-04-01,day,,1-10,,,,,,
CISTEC Technology,https://www.crunchbase.com/organization/cistec-technology,,"Cloud Computing, Information Technology, Software, Virtualization",https://www.cistec.es,"Esquíroz, Navarra, Spain",CISTEC Technology specializes in virtualization and cloud computing.,"577,848",,,,,,,,,,,,,European Union (EU),Active,2013-04-05,day,,51-100,,,,,,
Control Space,https://www.crunchbase.com/organization/control-space,"Control Space is a technology company that offers application development services to its clients. The company designs and develops mobile applications in several categories. It also provides backend solutions implementation and other custom applications for SMBs and large enterprises.  Control Space was founded by Paulo Taylor in 2013 and is based in Amsterdam, Netherland.","Apps, Cloud Computing, Information Technology, Mobile Apps, Software, Web Apps",http://www.controlspace.co,"Amsterdam, Noord-Holland, The Netherlands",Small Independent Software House,"580,673",,,,,,,,,,,,,European Union (EU),Active,2013-02-01,month,1,1-10,Paulo Taylor,6,,,,
KubeX,https://www.crunchbase.com/organization/kubex,,"Cloud Computing, Information Technology, IT Infrastructure, Web Hosting",https://kubex.ch,"Chur, Graubunden, Switzerland","KubeX is an IT company that offers web hosting, cloud computing, and network installation services.","582,187",,,,,,,,,,,,,,Active,2010-07-01,month,,1-10,,,,,,
Cloud Shepherd,https://www.crunchbase.com/organization/cloud-shepherd,,"Cloud Computing, Cloud Infrastructure, IT Management",https://cloudshepherd.co.uk/,"Hallow, Worcestershire, United Kingdom","Cloud Shepherd provides scalable, secure and flexible complete IT solutions that help optimize and grow the business.","582,818",,,,,,,,,,,,,,Active,2013-01-01,year,,1-10,,,,,,
Cloudware,https://www.crunchbase.com/organization/cloudware-ab59,"Cloudware is an integrator of IT solutions. They have the manufacturer's certification for servers, storage, software, and network solutions. This will provide additional levels of security for data processing and data archiving. These technologies can be used to promote and implement cloud solutions. In addition to reducing costs, they improve the operations of IT resources through their solutions.","Cloud Computing, Information Services, Information Technology, Outsourcing, Software",https://cloudware.pl,"Warszawa, Mazowieckie, Poland","Cloudware provides artificial intelligence, process automation, and system integration solutions.","596,034",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,year,,11-50,,,,,,
StormMQ,https://www.crunchbase.com/organization/stormmq,"StormMQ is an enterprise class message queuing platform which is sold on a subscription basis with an open standards approach to integration and development. The platform can be used in the following configurations:     * in the cloud â€“ as part of a low cost, multi-tenanted service;     * as a co-located dedicated cluster â€“ giving dedicated capacity and strong SLAs;     * as an on-site dedicated cluster â€“ allowing you to host the cluster inside your corporate environment. StormMQ is sold as a monthly subscription. As a true next generation messaging system, StormMQ embraces the emerging AMQP standard and has extensive development library support for a host of environments including Java, .NET and PHP on Linux, Windows, Solaris and Mac OS X. The StormMQ platform is designed from the ground up to scale. The platform is delivered in two formats, as a cloud based service for low volume users, and either a co-located or hosted service for organisations with stringent operational requirements. Based on a flexible yet power framework, StormMQ is able to quickly scale to meet the needs of a wide variety of architectures and application requirements. The system has been tested thoroughly with leading third party applications such as VMWare's RabbitMQ, RedHat MRG, and Apache QPid with support for Python and Ruby under development. The platform offers message sizes from 1 byte up to 50Mb to satisfy even the most demanding of applications. As a cloud based service, StormMQ requires no capital expenditure on hardware or infrastructure and removes the ongoing cost and complexity of managing on-site message queuing servers and applications. To ensure absolute security for sensitive data traffic, StormMQ is the first cloud based messaging platform to utilise 256-bit IPSEC VPN as well as disk level encryption using non-proprietary cryptographic algorithms as standard. Security is further enhanced by StormMQ's Locate-Itâ„¢ Option for users to own all encrypted disks at the start of a contract to be certain of their disposal. This provides certificates on the location and ownership of hardware throughout any contract. Alongside our flagship StormMQ platform, we also offer a complete portfolio of value added services including consultancy, technical support and training to help our clients design, operate and support advanced message queuing environments. StormMQ's No-Lock Inâ„¢ Option leverages these services to ensure clients aren't tied in with one cloud vendor with no exit strategy.","Cloud Computing, Enterprise Software, PaaS, SaaS, Software",http://stormmq.com,"Skipton, North Yorkshire, United Kingdom",StormMQ offers subscription-based managed message queuing services using standard advanced message queuing protocol.,"601,070",,,,,,,,,,,,,,Closed,2010-03-01,day,2,1-10,"Eamon Walshe, Raphael Cohn",,,,,
